This file was created by the Human Brain Project PlatformThis is the connectivity data for a network with parameters N=7000, Ek=10, l=15, rho=0.1, m0=100, phi_up0.9 and phi_down=0.0005start	end 
3421	5353
3421	5630
3421	5634
3421	6004
3421	6568
3421	6909
3422	3738
3422	3791
3422	4078
3422	4190
3422	4497
3422	4950
3422	5054
3422	5329
3422	5572
3422	6122
3422	6171
3422	6355
3422	6389
3422	6799
3422	6988
3424	3536
3424	3782
3424	3845
3424	3877
3424	3892
3424	3986
3424	4031
3424	4058
3424	4083
3424	4397
3424	4474
3424	4622
3424	4717
3424	4944
3424	5179
3424	5212
3424	5296
3424	5412
3424	5625
3424	5686
3424	5711
3424	5960
3424	5964
3424	5994
3424	6025
3424	6029
3424	6250
3424	6270
3424	6278
3424	6449
3424	6507
3424	6526
3425	4215
3426	3704
3426	3867
3426	3907
3426	3995
3426	4025
3426	4128
3426	4297
3426	4761
3426	4786
3426	4810
3426	5001
3426	5041
3426	5955
3426	6855
3426	6873
3427	4160
3427	4282
3427	4620
3427	4790
3427	4801
3427	5046
3427	5295
3427	5397
3427	5596
3427	6072
3427	6371
3427	6434
3427	6558
3427	6595
3427	6709
3427	6795
3427	6912
3428	3845
3428	6084
3429	5337
3429	6786
3430	3564
3430	3687
3430	3973
3430	4045
3430	4462
3430	4647
3430	4933
3430	4971
3430	4979
3430	5019
3430	5300
3430	5340
3430	5383
3430	5987
3430	6073
3430	6105
3430	6715
3431	3677
3431	3713
3431	4423
3431	4750
3431	4934
3431	5207
3431	5270
3431	5363
3431	5439
3431	5453
3431	5637
3431	5654
3431	5787
3431	5854
3431	5978
3431	6021
3431	6200
3431	6257
3431	6490
3431	6610
3431	6623
3431	6958
3432	3447
3432	3491
3432	6752
3432	6829
3433	4728
3433	5783
3433	6868
3434	4227
3434	4988
3435	4676
3435	5185
3436	3747
3436	4955
3436	5636
3437	3858
3438	4121
3439	3595
3439	3869
3439	3959
3439	4166
3439	4670
3439	4798
3439	5023
3439	6119
3439	6380
3439	6506
3439	6527
3439	6578
3439	6655
3439	6839
3442	3542
3442	3602
3442	3709
3442	4619
3442	4866
3442	4876
3442	5249
3442	5496
3442	5591
3442	5736
3442	6337
3442	6685
3443	3522
3443	3581
3443	3622
3443	3640
3443	4009
3443	4186
3443	4412
3443	4536
3443	4582
3443	4884
3443	4901
3443	5030
3443	5078
3443	5143
3443	5191
3443	5332
3443	5569
3443	5708
3443	5793
3443	6002
3443	6303
3443	6346
3443	6372
3443	6379
3443	6395
3443	6857
3443	6879
3444	3446
3445	3698
3445	3721
3445	3754
3445	3863
3445	3928
3445	4043
3445	4995
3445	5189
3445	5538
3445	5620
3445	5850
3445	6158
3445	6278
3445	6565
3446	3529
3446	3588
3446	3663
3446	3700
3446	3710
3446	3722
3446	3743
3446	3770
3446	3828
3446	3992
3446	4105
3446	4290
3446	4295
3446	4352
3446	4703
3446	4914
3446	5258
3446	5394
3446	5621
3446	5639
3446	5679
3446	5891
3446	6394
3446	6603
3446	6621
3446	6742
3446	6755
3446	6934
3447	3907
3447	4025
3447	4128
3447	4297
3447	4761
3447	4786
3447	4810
3447	5001
3447	5041
3447	5832
3447	5955
3447	6401
3447	6655
3447	6855
3447	6873
3448	3469
3448	4071
3450	3530
3450	3604
3450	4483
3450	4503
3450	4881
3450	4960
3450	4986
3450	5044
3450	5163
3450	5349
3450	5603
3450	5649
3450	5925
3450	6632
3450	6746
3451	3792
3451	6546
3452	4861
3452	5211
3452	5315
3454	3529
3454	3588
3454	3620
3454	3663
3454	3700
3454	3710
3454	3770
3454	3828
3454	3992
3454	4105
3454	4290
3454	4352
3454	4703
3454	4846
3454	5258
3454	5394
3454	5621
3454	5639
3454	5679
3454	5891
3454	6394
3454	6603
3454	6621
3454	6742
3454	6755
3454	6829
3454	6934
3455	4735
3455	4924
3455	4937
3457	6320
3461	4212
3461	4362
3461	4377
3461	4571
3461	4715
3461	4912
3461	5100
3461	5353
3461	5630
3461	6004
3461	6176
3461	6568
3461	6633
3461	6909
3462	4227
3463	3504
3463	3580
3463	3750
3463	3908
3463	4406
3463	4793
3463	5853
3463	6008
3463	6442
3463	6446
3463	6772
3465	3686
3465	6321
3465	6737
3466	3548
3466	3835
3466	4017
3466	4033
3466	4140
3466	4174
3466	4180
3466	4201
3466	4248
3466	4296
3466	4373
3466	4410
3466	4458
3466	4638
3466	4688
3466	4722
3466	4796
3466	4818
3466	4946
3466	4956
3466	4996
3466	5104
3466	5162
3466	5292
3466	5426
3466	5557
3466	5595
3466	5627
3466	5884
3466	6137
3466	6207
3466	6458
3466	6712
3466	6724
3466	6740
3466	6771
3466	6843
3466	6883
3466	6903
3467	3609
3467	4037
3467	4088
3467	4429
3467	4650
3467	4777
3467	5192
3467	5422
3467	5425
3467	5487
3467	5755
3467	6230
3467	6667
3467	6979
3468	3499
3468	6834
3469	4204
3471	6034
3471	6971
3472	3907
3472	3995
3472	4297
3472	4761
3472	4786
3472	4810
3472	5001
3472	5041
3472	5832
3472	5955
3472	6855
3472	6873
3473	3548
3473	3741
3473	4174
3473	4201
3473	4373
3473	4458
3473	4508
3473	4638
3473	4747
3473	4773
3473	4818
3473	4894
3473	5051
3473	5104
3473	5162
3473	5266
3473	5307
3473	5426
3473	5608
3473	5656
3473	5802
3473	5884
3473	6181
3473	6284
3473	6382
3473	6413
3474	3907
3474	4025
3474	4128
3474	4250
3474	4297
3474	4314
3474	4761
3474	4810
3474	5001
3474	5041
3474	5832
3474	5955
3474	6855
3474	6873
3475	4316
3476	3827
3476	3904
3476	3910
3476	3919
3476	4121
3476	4181
3476	4217
3476	4218
3476	4228
3476	4384
3476	4431
3476	4450
3476	4837
3476	4867
3476	5000
3476	5240
3476	5542
3476	5953
3476	5977
3476	5984
3476	6049
3476	6173
3476	6252
3476	6338
3476	6515
3476	6939
3477	3578
3477	3980
3477	4153
3477	4860
3477	4949
3477	5019
3477	5026
3477	5029
3477	5111
3477	5435
3477	6486
3477	6564
3477	6753
3477	6918
3478	4698
3478	4747
3478	5957
3478	6880
3479	3510
3479	3871
3479	3912
3479	3955
3479	4152
3479	4585
3479	4693
3479	4701
3479	4723
3479	4738
3479	4820
3479	4879
3479	5184
3479	5210
3479	5231
3479	5415
3479	5568
3479	5842
3479	6011
3479	6112
3479	6144
3479	6494
3479	6512
3479	6540
3479	6736
3479	6841
3479	6889
3479	6895
3480	5572
3481	3725
3481	3747
3481	3814
3481	3846
3481	4134
3481	4367
3481	4380
3481	4553
3481	5008
3481	5094
3481	5525
3481	6212
3481	6281
3481	6434
3484	3635
3484	3675
3484	4123
3484	4240
3484	4671
3484	4985
3484	5069
3484	5211
3484	5863
3484	6418
3484	6628
3484	6732
3484	6926
3485	3923
3485	4202
3485	4623
3485	4826
3485	5584
3485	6155
3485	6320
3485	6430
3485	6452
3485	6589
3485	6636
3486	5108
3486	6384
3486	6509
3487	3573
3487	3658
3487	3672
3487	3738
3487	4005
3487	4108
3487	4144
3487	4331
3487	4468
3487	4720
3487	4725
3487	4743
3487	4744
3487	4929
3487	4965
3487	5053
3487	5413
3487	5448
3487	5712
3487	5727
3487	5988
3487	6273
3487	6363
3487	6467
3487	6831
3487	6946
3488	4043
3489	5470
3489	6723
3490	3791
3490	4078
3490	4190
3490	5054
3490	5081
3490	5329
3490	5572
3490	6028
3490	6122
3490	6167
3490	6171
3490	6355
3490	6389
3490	6799
3490	6988
3492	3549
3492	3653
3492	3742
3492	3788
3492	3854
3492	3901
3492	4200
3492	4573
3492	4975
3492	5081
3492	5172
3492	5535
3492	5544
3492	5546
3492	5629
3492	5635
3492	5756
3492	5807
3492	5817
3492	6040
3492	6079
3492	6131
3492	6133
3492	6286
3492	6302
3492	6347
3492	6532
3492	6815
3493	4173
3493	4282
3493	4526
3493	5134
3493	5567
3493	5882
3493	6834
3493	6960
3493	6997
3494	5834
3495	4550
3495	6265
3498	4940
3499	3527
3499	3692
3499	3802
3499	4052
3499	4090
3499	4093
3499	4183
3499	4362
3499	4374
3499	4505
3499	4513
3499	4541
3499	4586
3499	4743
3499	4770
3499	4948
3499	5042
3499	5164
3499	5499
3499	5516
3499	5696
3499	5721
3499	5753
3499	5913
3499	6039
3499	6287
3499	6444
3499	6643
3499	6680
3499	6856
3500	43
3500	324
3500	657
3500	1187
3500	1375
3500	1693
3500	2047
3500	2366
3500	2647
3500	2975
3500	3361
3500	3506
3500	3514
3500	3524
3500	3527
3500	3533
3500	3534
3500	3535
3500	3541
3500	3564
3500	3572
3500	3582
3500	3589
3500	3596
3500	3600
3501	3254
3501	3518
3501	3544
3501	3552
3501	3558
3501	3562
3501	3568
3501	3571
3501	3574
3501	3580
3501	3583
3501	3588
3501	3600
3501	3605
3501	3609
3501	3611
3501	3614
3501	3615
3501	3627
3501	3642
3501	3652
3501	3671
3501	3706
3501	3753
3501	3754
3501	3779
3501	3788
3501	3820
3501	3832
3501	3865
3501	3877
3501	3879
3501	3888
3501	3899
3501	3948
3501	3955
3501	3966
3501	3967
3501	3994
3501	3995
3501	4035
3501	4047
3501	4048
3501	4052
3501	4060
3501	4081
3501	4086
3501	4094
3501	4130
3501	4136
3501	4248
3501	4258
3501	4266
3501	4288
3501	4325
3501	4352
3501	4354
3501	4363
3501	4395
3501	4461
3501	4490
3501	4507
3501	4510
3501	4518
3501	4532
3501	4551
3501	4554
3501	4574
3501	4590
3501	4591
3501	4612
3501	4659
3501	4663
3501	4669
3501	4700
3501	4709
3501	4733
3501	4861
3501	4886
3501	4903
3501	4908
3501	5024
3501	5049
3501	5080
3501	5137
3501	5148
3501	5158
3501	5195
3501	5222
3501	5239
3501	5250
3501	5273
3501	5275
3501	5311
3501	5316
3501	5324
3501	5336
3501	5340
3501	5357
3501	5382
3501	5391
3501	5429
3501	5500
3501	5593
3501	5660
3501	5666
3501	5694
3501	5714
3501	5735
3501	5839
3501	5848
3501	5865
3501	5910
3501	5939
3501	5947
3501	5982
3501	6050
3501	6082
3501	6192
3501	6197
3501	6220
3501	6293
3501	6303
3501	6321
3501	6419
3501	6447
3501	6505
3501	6550
3501	6556
3501	6586
3501	6614
3501	6658
3501	6757
3501	6912
3501	6934
3501	6943
3501	6970
3502	1901
3502	2614
3502	2884
3502	3501
3502	3505
3502	3506
3502	3509
3502	3511
3502	3536
3502	3546
3502	3573
3502	3579
3502	3593
3502	3600
3502	3615
3502	3630
3502	3644
3502	3658
3502	3679
3502	3686
3502	3713
3502	3760
3502	3829
3502	3894
3502	3901
3502	3906
3502	3931
3502	3952
3502	3979
3502	4011
3502	4028
3502	4036
3502	4151
3502	4220
3502	4225
3502	4272
3502	4348
3502	4416
3502	4460
3502	4515
3502	4577
3502	4625
3502	4638
3502	4694
3502	4783
3502	4904
3502	5027
3502	5069
3502	5082
3502	5263
3502	5334
3502	5358
3502	5397
3502	5418
3502	5469
3502	5941
3502	5961
3502	6073
3502	6126
3502	6310
3502	6312
3502	6392
3502	6568
3502	6573
3502	6596
3502	6724
3502	6764
3502	6941
3502	6982
3503	3515
3503	3516
3503	3556
3503	3566
3503	3576
3503	3578
3503	3599
3503	3600
3503	3623
3503	3647
3503	3668
3503	3708
3503	3750
3503	3813
3503	3889
3503	3894
3503	3898
3503	4018
3503	4025
3503	4225
3503	4251
3503	4549
3503	4607
3503	4621
3503	4842
3503	4922
3503	5013
3503	5400
3503	5535
3503	5630
3503	5660
3503	5857
3503	5886
3503	5982
3503	6365
3503	6383
3503	6927
3503	6987
3504	344
3504	424
3504	460
3504	575
3504	844
3504	1029
3504	1102
3504	1130
3504	1593
3504	1773
3504	1789
3504	2131
3504	2929
3504	3034
3504	3152
3504	3520
3504	3532
3504	3548
3504	3565
3504	3571
3504	3584
3504	3594
3504	3596
3504	3600
3504	3611
3504	3628
3504	3644
3504	3662
3504	3664
3504	3673
3504	3710
3504	3761
3504	3766
3504	3789
3504	3875
3504	3880
3504	3882
3504	3922
3504	3923
3504	3954
3504	3967
3504	4036
3504	4131
3504	4136
3504	4161
3504	4163
3504	4195
3504	4225
3504	4232
3504	4235
3504	4296
3504	4339
3504	4343
3504	4356
3504	4390
3504	4416
3504	4422
3504	4429
3504	4497
3504	4509
3504	4642
3504	4693
3504	4702
3504	4705
3504	4706
3504	4766
3504	4777
3504	4779
3504	4882
3504	4912
3504	5035
3504	5114
3504	5160
3504	5231
3504	5377
3504	5387
3504	5510
3504	5534
3504	5562
3504	5654
3504	5669
3504	5737
3504	5823
3504	5828
3504	5844
3504	5906
3504	5927
3504	5933
3504	6148
3504	6153
3504	6177
3504	6253
3504	6417
3504	6425
3504	6517
3504	6547
3504	6594
3504	6619
3504	6752
3504	6764
3504	6810
3504	6851
3504	6946
3504	6991
3504	6993
3505	230
3505	358
3505	698
3505	789
3505	869
3505	1094
3505	1213
3505	1272
3505	1342
3505	1372
3505	1505
3505	1583
3505	1644
3505	1645
3505	1889
3505	1940
3505	1973
3505	2015
3505	2019
3505	2352
3505	2867
3505	3046
3505	3187
3505	3203
3505	3344
3505	3519
3505	3527
3505	3542
3505	3543
3505	3544
3505	3574
3505	3595
3505	3598
3505	3600
3505	3612
3505	3628
3505	3644
3505	3647
3505	3673
3505	3679
3505	3728
3505	3772
3505	3812
3505	3876
3505	3889
3505	3914
3505	3945
3505	3953
3505	3986
3505	4028
3505	4035
3505	4047
3505	4059
3505	4119
3505	4136
3505	4166
3505	4242
3505	4249
3505	4272
3505	4380
3505	4388
3505	4390
3505	4396
3505	4400
3505	4469
3505	4481
3505	4837
3505	4895
3505	4923
3505	4961
3505	5062
3505	5092
3505	5125
3505	5173
3505	5196
3505	5386
3505	5395
3505	5413
3505	5426
3505	5490
3505	5527
3505	5528
3505	5545
3505	5584
3505	5593
3505	5609
3505	5617
3505	5783
3505	5846
3505	5948
3505	5958
3505	6046
3505	6048
3505	6054
3505	6139
3505	6182
3505	6202
3505	6306
3505	6344
3505	6409
3505	6589
3505	6606
3505	6611
3505	6624
3505	6645
3505	6681
3505	6692
3505	6708
3505	6716
3505	6832
3505	6947
3506	7
3506	231
3506	307
3506	633
3506	833
3506	940
3506	1091
3506	1390
3506	1642
3506	1881
3506	1905
3506	2023
3506	2188
3506	2506
3506	2654
3506	3405
3506	3437
3506	3507
3506	3512
3506	3513
3506	3529
3506	3530
3506	3546
3506	3572
3506	3573
3506	3589
3506	3600
3506	3623
3506	3628
3506	3728
3506	3888
3506	3922
3506	3923
3506	3940
3506	4003
3506	4026
3506	4041
3506	4075
3506	4206
3506	4228
3506	4364
3506	4379
3506	4511
3506	4572
3506	4611
3506	4776
3506	4887
3506	4909
3506	4916
3506	4994
3506	5026
3506	5081
3506	5111
3506	5387
3506	5436
3506	5637
3506	5665
3506	5772
3506	5792
3506	5855
3506	6008
3506	6292
3506	6372
3506	6400
3506	6479
3506	6490
3506	6533
3506	6595
3506	6611
3506	6757
3506	6777
3506	6813
3506	6845
3507	2258
3507	3500
3507	3512
3507	3522
3507	3548
3507	3553
3507	3558
3507	3569
3507	3570
3507	3590
3507	3595
3507	3600
3507	3612
3507	3615
3507	3617
3507	3650
3507	3668
3507	3674
3507	3686
3507	3726
3507	3729
3507	3735
3507	3746
3507	3747
3507	3799
3507	3809
3507	3856
3507	3876
3507	3894
3507	3904
3507	3931
3507	3936
3507	3962
3507	3974
3507	3995
3507	4010
3507	4024
3507	4038
3507	4074
3507	4082
3507	4101
3507	4110
3507	4130
3507	4132
3507	4136
3507	4352
3507	4360
3507	4401
3507	4417
3507	4459
3507	4522
3507	4540
3507	4551
3507	4553
3507	4566
3507	4593
3507	4599
3507	4607
3507	4621
3507	4642
3507	4656
3507	4688
3507	4723
3507	4728
3507	4758
3507	4781
3507	4787
3507	4817
3507	4863
3507	4888
3507	4911
3507	4931
3507	4987
3507	5048
3507	5050
3507	5145
3507	5150
3507	5201
3507	5269
3507	5333
3507	5357
3507	5469
3507	5476
3507	5480
3507	5543
3507	5585
3507	5616
3507	5617
3507	5654
3507	5752
3507	5758
3507	5784
3507	5853
3507	5860
3507	5892
3507	5945
3507	5980
3507	6003
3507	6029
3507	6089
3507	6131
3507	6188
3507	6224
3507	6279
3507	6281
3507	6285
3507	6355
3507	6413
3507	6539
3507	6566
3507	6578
3507	6603
3507	6630
3507	6663
3507	6739
3507	6744
3507	6991
3508	3362
3508	3515
3508	3543
3508	3551
3508	3555
3508	3570
3508	3579
3508	3595
3508	3596
3508	3599
3508	3600
3508	3609
3508	3619
3508	3644
3508	3662
3508	3668
3508	3675
3508	3683
3508	3692
3508	3697
3508	3706
3508	3708
3508	3750
3508	3762
3508	3778
3508	3779
3508	3782
3508	3796
3508	3820
3508	3827
3508	3835
3508	3917
3508	3944
3508	3947
3508	3954
3508	4096
3508	4152
3508	4173
3508	4203
3508	4236
3508	4240
3508	4272
3508	4320
3508	4360
3508	4363
3508	4364
3508	4390
3508	4484
3508	4666
3508	4671
3508	4694
3508	4700
3508	4740
3508	4748
3508	4779
3508	4811
3508	4869
3508	4887
3508	4904
3508	4925
3508	5000
3508	5151
3508	5165
3508	5221
3508	5276
3508	5345
3508	5562
3508	5569
3508	5629
3508	5665
3508	5686
3508	5702
3508	5714
3508	5751
3508	5789
3508	5806
3508	5824
3508	5889
3508	5931
3508	6009
3508	6077
3508	6091
3508	6147
3508	6156
3508	6172
3508	6205
3508	6218
3508	6388
3508	6396
3508	6448
3508	6473
3508	6490
3508	6605
3508	6636
3508	6637
3508	6652
3508	6717
3508	6727
3508	6772
3508	6878
3508	6988
3509	1073
3509	3519
3509	3520
3509	3526
3509	3540
3509	3553
3509	3557
3509	3564
3509	3577
3509	3597
3509	3600
3509	3611
3509	3637
3509	3647
3509	3668
3509	3778
3509	3782
3509	3785
3509	3881
3509	3930
3509	4000
3509	4055
3509	4083
3509	4150
3509	4205
3509	4289
3509	4355
3509	4401
3509	4599
3509	4646
3509	4649
3509	4708
3509	4776
3509	4777
3509	4842
3509	4897
3509	4901
3509	5010
3509	5027
3509	5038
3509	5069
3509	5111
3509	5147
3509	5164
3509	5200
3509	5238
3509	5247
3509	5290
3509	5371
3509	5416
3509	5511
3509	5525
3509	5634
3509	5653
3509	5671
3509	5681
3509	5738
3509	5847
3509	5878
3509	6002
3509	6042
3509	6151
3509	6274
3509	6275
3509	6283
3509	6360
3509	6409
3509	6498
3509	6537
3509	6594
3509	6706
3509	6719
3509	6810
3509	6840
3509	6858
3510	3502
3510	3524
3510	3529
3510	3532
3510	3540
3510	3546
3510	3554
3510	3557
3510	3560
3510	3563
3510	3568
3510	3587
3510	3592
3510	3600
3510	3613
3510	3635
3510	3699
3510	3721
3510	3768
3510	3827
3510	3840
3510	3842
3510	3866
3510	3885
3510	4001
3510	4025
3510	4026
3510	4034
3510	4094
3510	4096
3510	4150
3510	4161
3510	4173
3510	4195
3510	4260
3510	4289
3510	4416
3510	4442
3510	4531
3510	4592
3510	4616
3510	4622
3510	4638
3510	4667
3510	4683
3510	4738
3510	4852
3510	4902
3510	4973
3510	4979
3510	5241
3510	5283
3510	5386
3510	5407
3510	5493
3510	5542
3510	5556
3510	5629
3510	5712
3510	5735
3510	5794
3510	5905
3510	5968
3510	5982
3510	5988
3510	6066
3510	6069
3510	6125
3510	6328
3510	6413
3510	6516
3510	6531
3510	6637
3510	6643
3510	6665
3510	6713
3511	551
3511	782
3511	3510
3511	3517
3511	3518
3511	3530
3511	3540
3511	3560
3511	3561
3511	3567
3511	3591
3511	3596
3511	3600
3511	3634
3511	3650
3511	3678
3511	3703
3511	3735
3511	3788
3511	3809
3511	3816
3511	3919
3511	4109
3511	4199
3511	4206
3511	4232
3511	4242
3511	4263
3511	4273
3511	4290
3511	4296
3511	4482
3511	4627
3511	4632
3511	4656
3511	4659
3511	4685
3511	4691
3511	4755
3511	4847
3511	4973
3511	4987
3511	5064
3511	5070
3511	5076
3511	5095
3511	5116
3511	5217
3511	5242
3511	5271
3511	5333
3511	5594
3511	5656
3511	5667
3511	5772
3511	5786
3511	5801
3511	5861
3511	5871
3511	5903
3511	6054
3511	6344
3511	6417
3511	6420
3511	6589
3511	6618
3511	6630
3511	6728
3511	6971
3512	3502
3512	3533
3512	3537
3512	3538
3512	3545
3512	3549
3512	3561
3512	3566
3512	3569
3512	3578
3512	3587
3512	3593
3512	3600
3512	3635
3512	3639
3512	3640
3512	3654
3512	3702
3512	3729
3512	3753
3512	3783
3512	3784
3512	3794
3512	3823
3512	3851
3512	3876
3512	3900
3512	3920
3512	3954
3512	4026
3512	4044
3512	4092
3512	4149
3512	4219
3512	4257
3512	4262
3512	4272
3512	4296
3512	4323
3512	4329
3512	4353
3512	4357
3512	4359
3512	4467
3512	4539
3512	4590
3512	4656
3512	4683
3512	4714
3512	4744
3512	4773
3512	4881
3512	4973
3512	4995
3512	5062
3512	5075
3512	5082
3512	5085
3512	5092
3512	5111
3512	5208
3512	5217
3512	5234
3512	5263
3512	5275
3512	5299
3512	5327
3512	5435
3512	5549
3512	5737
3512	5759
3512	5774
3512	5779
3512	5793
3512	5818
3512	5945
3512	6008
3512	6028
3512	6107
3512	6259
3512	6365
3512	6472
3512	6516
3512	6530
3512	6543
3512	6614
3512	6764
3513	3506
3513	3511
3513	3522
3513	3525
3513	3530
3513	3539
3513	3542
3513	3551
3513	3561
3513	3565
3513	3576
3513	3590
3513	3600
3513	3616
3513	3623
3513	3627
3513	3628
3513	3649
3513	3658
3513	3660
3513	3661
3513	3665
3513	3668
3513	3673
3513	3674
3513	3680
3513	3687
3513	3713
3513	3714
3513	3728
3513	3729
3513	3733
3513	3782
3513	3786
3513	3817
3513	3843
3513	3845
3513	3905
3513	3951
3513	3955
3513	3972
3513	3983
3513	4002
3513	4020
3513	4024
3513	4032
3513	4044
3513	4055
3513	4073
3513	4076
3513	4096
3513	4124
3513	4187
3513	4190
3513	4195
3513	4198
3513	4223
3513	4228
3513	4231
3513	4237
3513	4248
3513	4258
3513	4270
3513	4400
3513	4445
3513	4471
3513	4475
3513	4504
3513	4515
3513	4538
3513	4586
3513	4592
3513	4623
3513	4626
3513	4640
3513	4697
3513	4744
3513	4826
3513	4894
3513	5050
3513	5054
3513	5100
3513	5105
3513	5111
3513	5116
3513	5173
3513	5184
3513	5223
3513	5233
3513	5268
3513	5310
3513	5359
3513	5375
3513	5388
3513	5392
3513	5394
3513	5424
3513	5435
3513	5507
3513	5557
3513	5565
3513	5644
3513	5800
3513	5860
3513	5877
3513	5880
3513	5933
3513	5935
3513	6077
3513	6101
3513	6163
3513	6191
3513	6223
3513	6317
3513	6331
3513	6565
3513	6575
3513	6579
3513	6597
3513	6700
3513	6757
3513	6781
3513	6832
3513	6863
3513	6948
3513	6957
3514	115
3514	305
3514	1161
3514	1297
3514	1516
3514	1900
3514	2056
3514	2132
3514	2349
3514	2479
3514	2514
3514	2625
3514	3023
3514	3129
3514	3230
3514	3259
3514	3360
3514	3406
3514	3504
3514	3507
3514	3524
3514	3533
3514	3537
3514	3540
3514	3546
3514	3553
3514	3554
3514	3557
3514	3562
3514	3583
3514	3595
3514	3600
3514	3606
3514	3608
3514	3640
3514	3656
3514	3679
3514	3720
3514	3734
3514	3779
3514	3813
3514	3889
3514	3914
3514	3954
3514	4022
3514	4023
3514	4113
3514	4122
3514	4168
3514	4187
3514	4192
3514	4193
3514	4217
3514	4321
3514	4367
3514	4375
3514	4387
3514	4414
3514	4418
3514	4437
3514	4612
3514	4615
3514	4733
3514	4760
3514	4772
3514	4843
3514	4852
3514	4992
3514	5000
3514	5139
3514	5147
3514	5245
3514	5305
3514	5330
3514	5413
3514	5475
3514	5547
3514	5652
3514	5684
3514	5782
3514	6082
3514	6144
3514	6409
3514	6447
3514	6509
3514	6565
3514	6596
3514	6612
3514	6620
3514	6750
3515	153
3515	242
3515	1073
3515	1305
3515	1581
3515	1672
3515	2035
3515	2044
3515	2046
3515	2317
3515	2579
3515	2786
3515	3032
3515	3315
3515	3379
3515	3526
3515	3534
3515	3544
3515	3557
3515	3600
3515	3617
3515	3668
3515	3673
3515	3714
3515	3741
3515	3750
3515	3753
3515	3853
3515	3931
3515	4003
3515	4094
3515	4298
3515	4445
3515	4495
3515	4611
3515	4622
3515	4636
3515	4695
3515	4763
3515	4817
3515	4849
3515	5581
3515	5803
3515	6063
3515	6510
3515	6611
3515	6643
3515	6824
3515	6864
3515	6974
3516	559
3516	646
3516	717
3516	728
3516	887
3516	889
3516	950
3516	1334
3516	1367
3516	1437
3516	1500
3516	2092
3516	2115
3516	2129
3516	2165
3516	2220
3516	2232
3516	2267
3516	2322
3516	2366
3516	2484
3516	2535
3516	2549
3516	2752
3516	2789
3516	2883
3516	3015
3516	3281
3516	3323
3516	3500
3516	3502
3516	3556
3516	3559
3516	3561
3516	3571
3516	3574
3516	3583
3516	3591
3516	3593
3516	3596
3516	3600
3516	3617
3516	3635
3516	3640
3516	3675
3516	3703
3516	3714
3516	3716
3516	3759
3516	3761
3516	3782
3516	3826
3516	3836
3516	3858
3516	3888
3516	3945
3516	3948
3516	4019
3516	4034
3516	4037
3516	4060
3516	4088
3516	4149
3516	4162
3516	4175
3516	4322
3516	4367
3516	4369
3516	4370
3516	4371
3516	4574
3516	4623
3516	4665
3516	4808
3516	4865
3516	5086
3516	5148
3516	5175
3516	5195
3516	5255
3516	5411
3516	5509
3516	5567
3516	5632
3516	5664
3516	5712
3516	5764
3516	5782
3516	5826
3516	5984
3516	6040
3516	6067
3516	6138
3516	6157
3516	6222
3516	6258
3516	6302
3516	6344
3516	6374
3516	6384
3516	6524
3516	6528
3516	6563
3516	6589
3516	6646
3516	6858
3516	6971
3517	3220
3517	3511
3517	3512
3517	3514
3517	3516
3517	3569
3517	3574
3517	3582
3517	3598
3517	3600
3517	3620
3517	3652
3517	3664
3517	3715
3517	3728
3517	3753
3517	3754
3517	3761
3517	3766
3517	3778
3517	3821
3517	3856
3517	3867
3517	3872
3517	3876
3517	3879
3517	3942
3517	4016
3517	4032
3517	4060
3517	4073
3517	4122
3517	4127
3517	4137
3517	4174
3517	4242
3517	4263
3517	4403
3517	4498
3517	4603
3517	4639
3517	4653
3517	4772
3517	4798
3517	4827
3517	4971
3517	5043
3517	5047
3517	5189
3517	5227
3517	5316
3517	5401
3517	5506
3517	5556
3517	5711
3517	5815
3517	5824
3517	5854
3517	5915
3517	5939
3517	6012
3517	6049
3517	6054
3517	6075
3517	6116
3517	6125
3517	6139
3517	6163
3517	6250
3517	6300
3517	6346
3517	6374
3517	6407
3517	6506
3517	6531
3517	6763
3517	6790
3517	6835
3517	6913
3518	3514
3518	3522
3518	3532
3518	3546
3518	3555
3518	3560
3518	3567
3518	3578
3518	3591
3518	3592
3518	3596
3518	3597
3518	3600
3518	3615
3518	3618
3518	3627
3518	3633
3518	3634
3518	3642
3518	3652
3518	3657
3518	3674
3518	3675
3518	3678
3518	3733
3518	3749
3518	3750
3518	3751
3518	3763
3518	3778
3518	3782
3518	3788
3518	3809
3518	3821
3518	3856
3518	3861
3518	3877
3518	3881
3518	3886
3518	3898
3518	3899
3518	3904
3518	3917
3518	3923
3518	3931
3518	3935
3518	3947
3518	3955
3518	3963
3518	4011
3518	4024
3518	4032
3518	4047
3518	4050
3518	4058
3518	4090
3518	4098
3518	4119
3518	4150
3518	4175
3518	4179
3518	4203
3518	4206
3518	4217
3518	4220
3518	4228
3518	4240
3518	4285
3518	4308
3518	4338
3518	4353
3518	4366
3518	4393
3518	4397
3518	4426
3518	4468
3518	4472
3518	4490
3518	4491
3518	4565
3518	4616
3518	4626
3518	4635
3518	4694
3518	4733
3518	4783
3518	4828
3518	4849
3518	4911
3518	4919
3518	4926
3518	4997
3518	5023
3518	5031
3518	5055
3518	5129
3518	5148
3518	5168
3518	5173
3518	5212
3518	5267
3518	5288
3518	5290
3518	5326
3518	5327
3518	5346
3518	5420
3518	5469
3518	5491
3518	5514
3518	5599
